年,月日,気温
1949,9月27日,22.5
1949,9月28日,21.1
1949,9月29日,20.3
1949,9月30日,20.7
1950,6月1日,17.4
1950,6月2日,15.8
1950,6月3日,17.3
1950,6月4日,18.6
1950,6月5日,20.5
1950,6月6日,21.6
1950,6月7日,20.7
1950,6月8日,21.3
1950,6月9日,21.8
1950,6月10日,22
1950,6月11日,19.6
1950,6月12日,20.7
1950,6月13日,21.6
1950,6月14日,19.9
1950,6月15日,21.7
1950,6月16日,22.2
1950,6月17日,22.7
1950,6月18日,21.8
1950,6月19日,23.2
1950,6月20日,21.6
1950,6月21日,24.6
1950,6月22日,24
1950,6月23日,25.8
1950,6月24日,25.6
1950,6月25日,27
1950,6月26日,25.8
1950,6月27日,25.4
1950,6月28日,21.7
1950,6月29日,20.4
1950,6月30日,22.3
1950,7月1日,23.7
1950,7月2日,26.8
1950,7月3日,25.9
1950,7月4日,23.7
1950,7月5日,24.1
1950,7月6日,26.1
1950,7月7日,27.7
1950,7月8日,28
1950,7月9日,28
1950,7月10日,25.4
1950,7月11日,26.5
1950,7月12日,25.4
1950,7月13日,23.6
1950,7月14日,25.4
1950,7月15日,26.2
1950,7月16日,26.7
1950,7月17日,26.9
1950,7月18日,27.7
1950,7月19日,27.5
1950,7月20日,27.2
1950,7月21日,27.6
1950,7月22日,28.2
1950,7月23日,27.7
1950,7月24日,28.4
1950,7月25日,27.8
1950,7月26日,27.7
1950,7月27日,27.9
1950,7月28日,25.8
1950,7月29日,25
1950,7月30日,26.4
1950,7月31日,27.6
1950,8月1日,25.8
1950,8月2日,26.8
1950,8月3日,24.4
1950,8月4日,25.4
1950,8月5日,25.6
1950,8月6日,27.3
1950,8月7日,27.4
1950,8月8日,27.3
1950,8月9日,26.5
1950,8月10日,25.1
1950,8月11日,26
1950,8月12日,26.6
1950,8月13日,27.2
1950,8月14日,27.1
1950,8月15日,27
1950,8月16日,27.5
1950,8月17日,26.9
1950,8月18日,26.9
1950,8月19日,27.1
1950,8月20日,26.7
1950,8月21日,28
1950,8月22日,28.3
1950,8月23日,27.7
1950,8月24日,25.7
1950,8月25日,22.7
1950,8月26日,25.5
1950,8月27日,26.7
1950,8月28日,26.2
1950,8月29日,21.8
1950,8月30日,23.6
1950,8月31日,24.5
1950,9月1日,26.2
1950,9月2日,27
1950,9月3日,26.9
1950,9月4日,26.7
1950,9月5日,25.3
1950,9月6日,25
1950,9月7日,24.3
1950,9月8日,24.1
1950,9月9日,26.2
1950,9月10日,27.1
1950,9月11日,26.5
1950,9月12日,26.6
1950,9月13日,26.8
1950,9月14日,26.9
1950,9月15日,27.4
1950,9月16日,27.2
1950,9月17日,25.1
1950,9月18日,24.9
1950,9月19日,26.1
1950,9月20日,20
1950,9月21日,20.6
1950,9月22日,18.5
1950,9月23日,18.2
1950,9月24日,18.2
1950,9月25日,18.7
1950,9月26日,20.4
1950,9月27日,21.4
1950,9月28日,23.9
1950,9月29日,20.1
1950,9月30日,18.7
1951,6月1日,21.9
1951,6月2日,22.7
1951,6月3日,22.7
1951,6月4日,21.5
1951,6月5日,22
1951,6月6日,22.3
1951,6月7日,20.3
1951,6月8日,19.9
1951,6月9日,19.3
1951,6月10日,21
1951,6月11日,20.8
1951,6月12日,16.6
1951,6月13日,18.9
1951,6月14日,22
1951,6月15日,16.6
1951,6月16日,17.8
1951,6月17日,22.3
1951,6月18日,23.4
1951,6月19日,21.3
1951,6月20日,23.7
1951,6月21日,23.2
1951,6月22日,22
1951,6月23日,21.3
1951,6月24日,20.7
1951,6月25日,19.8
1951,6月26日,21
1951,6月27日,22.2
1951,6月28日,22
1951,6月29日,23.9
1951,6月30日,23
1951,7月1日,23.3
1951,7月2日,22.3
1951,7月3日,17.7
1951,7月4日,20.6
1951,7月5日,19.9
1951,7月6日,20.7
1951,7月7日,22.7
1951,7月8日,22.3
1951,7月9日,24.2
1951,7月10日,25
1951,7月11日,27.3
1951,7月12日,22.8
1951,7月13日,25.8
1951,7月14日,21.3
1951,7月15日,18.6
1951,7月16日,22.9
1951,7月17日,22.5
1951,7月18日,24.2
1951,7月19日,25.6
1951,7月20日,25.6
1951,7月21日,26.1
1951,7月22日,26.8
1951,7月23日,26.5
1951,7月24日,26.2
1951,7月25日,26.8
1951,7月26日,27.6
1951,7月27日,27.9
1951,7月28日,27.6
1951,7月29日,29.2
1951,7月30日,29
1951,7月31日,25.8
1951,8月1日,24.6
1951,8月2日,23.8
1951,8月3日,25
1951,8月4日,25.8
1951,8月5日,27.1
1951,8月6日,27.3
1951,8月7日,28.2
1951,8月8日,27.5
1951,8月9日,28.7
1951,8月10日,29.1
1951,8月11日,26.9
1951,8月12日,27
1951,8月13日,27.7
1951,8月14日,27.8
1951,8月15日,27.5
1951,8月16日,27.9
1951,8月17日,27.8
1951,8月18日,28.1
1951,8月19日,27.7
1951,8月20日,28.2
1951,8月21日,24.1
1951,8月22日,24.5
1951,8月23日,25.6
1951,8月24日,27.6
1951,8月25日,27.9
1951,8月26日,28.1
1951,8月27日,28
1951,8月28日,27.9
1951,8月29日,25.8
1951,8月30日,21.5
1951,8月31日,24.1
1951,9月1日,26.3
1951,9月2日,25
1951,9月3日,23.4
1951,9月4日,22.6
1951,9月5日,22.5
1951,9月6日,24.1
1951,9月7日,23
1951,9月8日,23.1
1951,9月9日,20.8
1951,9月10日,23
1951,9月11日,20.4
1951,9月12日,22
1951,9月13日,19.6
1951,9月14日,21.5
1951,9月15日,19.2
1951,9月16日,21
1951,9月17日,22.2
1951,9月18日,22.1
1951,9月19日,18.6
1951,9月20日,19.9
1951,9月21日,18.8
1951,9月22日,18.7
1951,9月23日,21
1951,9月24日,19
1951,9月25日,16.6
1951,9月26日,15.5
1951,9月27日,16.3
1951,9月28日,16.7
1951,9月29日,18.7
1951,9月30日,20.4
1952,6月1日,19.3
1952,6月2日,15.3
1952,6月3日,18.4
1952,6月4日,18.7
1952,6月5日,20.9
1952,6月6日,22.1
1952,6月7日,23.6
1952,6月8日,18.5
1952,6月9日,18.2
1952,6月10日,21
1952,6月11日,21.3
1952,6月12日,22.3
1952,6月13日,22.5
1952,6月14日,21
1952,6月15日,21.8
1952,6月16日,18.3
1952,6月17日,22.3
1952,6月18日,21.5
1952,6月19日,23.2
1952,6月20日,22.2
1952,6月21日,22.7
1952,6月22日,22.7
1952,6月23日,20.9
1952,6月24日,22.7
1952,6月25日,20.2
1952,6月26日,21.8
1952,6月27日,23.4
1952,6月28日,22.3
1952,6月29日,23.8
1952,6月30日,25.3
1952,7月1日,26.8
1952,7月2日,22.8
1952,7月3日,22.5
1952,7月4日,22.8
1952,7月5日,22.9
1952,7月6日,20.7
1952,7月7日,21.3
1952,7月8日,21.9
1952,7月9日,21.4
1952,7月10日,22.4
1952,7月11日,23.5
1952,7月12日,23.4
1952,7月13日,24.2
1952,7月14日,23.9
1952,7月15日,26.6
1952,7月16日,28.2
1952,7月17日,26.4
1952,7月18日,23.1
1952,7月19日,22.5
1952,7月20日,23.8
1952,7月21日,24.9
1952,7月22日,25.9
1952,7月23日,25.8
1952,7月24日,26.1
1952,7月25日,26
1952,7月26日,26.3
1952,7月27日,26.6
1952,7月28日,26.9
1952,7月29日,25.2
1952,7月30日,25.4
1952,7月31日,24
1952,8月1日,26.2
1952,8月2日,28
1952,8月3日,28.8
1952,8月4日,28.3
1952,8月5日,26.1
1952,8月6日,28.2
1952,8月7日,25.1
1952,8月8日,25.5
1952,8月9日,27.7
1952,8月10日,25.3
1952,8月11日,25.2
1952,8月12日,25.4
1952,8月13日,25.2
1952,8月14日,25.9
1952,8月15日,26.5
1952,8月16日,25.6
1952,8月17日,26.3
1952,8月18日,27
1952,8月19日,28.6
1952,8月20日,28.4
1952,8月21日,27
1952,8月22日,25.8
1952,8月23日,24.7
1952,8月24日,25.1
1952,8月25日,28.7
1952,8月26日,29
1952,8月27日,28.8
1952,8月28日,28.6
1952,8月29日,26.6
1952,8月30日,25.6
1952,8月31日,27.6
1952,9月1日,24.9
1952,9月2日,26.6
1952,9月3日,27
1952,9月4日,28
1952,9月5日,27.3
1952,9月6日,24.3
1952,9月7日,23.2
1952,9月8日,22.8
1952,9月9日,22.4
1952,9月10日,22.7
1952,9月11日,23.1
1952,9月12日,26.4
1952,9月13日,27.1
1952,9月14日,22.6
1952,9月15日,20.5
1952,9月16日,21.5
1952,9月17日,22.9
1952,9月18日,23.3
1952,9月19日,20
1952,9月20日,18.3
1952,9月21日,20.2
1952,9月22日,20.5
1952,9月23日,19.9
1952,9月24日,21.5
1952,9月25日,23.9
1952,9月26日,23.9
1952,9月27日,18.9
1952,9月28日,19.7
1952,9月29日,20
1952,9月30日,18.3
1953,6月1日,18.3
1953,6月2日,20.7
1953,6月3日,19.4
1953,6月4日,19.6
1953,6月5日,21.3
1953,6月6日,23.4
1953,6月7日,16.2
1953,6月8日,18.6
1953,6月9日,21.6
1953,6月10日,17.7
1953,6月11日,20.9
1953,6月12日,19.3
1953,6月13日,20.3
1953,6月14日,22.3
1953,6月15日,22.3
1953,6月16日,23.5
1953,6月17日,23.5
1953,6月18日,21.7
1953,6月19日,20.1
1953,6月20日,21.5
1953,6月21日,19
1953,6月22日,16.2
1953,6月23日,17.7
1953,6月24日,22
1953,6月25日,24.8
1953,6月26日,23.9
1953,6月27日,23
1953,6月28日,18.6
1953,6月29日,20
1953,6月30日,21.2
1953,7月1日,23.2
1953,7月2日,23.9
1953,7月3日,22.3
1953,7月4日,21.7
1953,7月5日,22.4
1953,7月6日,23.4
1953,7月7日,22.8
1953,7月8日,24.8
1953,7月9日,24.9
1953,7月10日,22.6
1953,7月11日,21.5
1953,7月12日,21.4
1953,7月13日,21.6
1953,7月14日,21.3
1953,7月15日,22.8
1953,7月16日,23.7
1953,7月17日,25.1
1953,7月18日,24.3
1953,7月19日,24.4
1953,7月20日,25
1953,7月21日,27.2
1953,7月22日,26.6
1953,7月23日,24.1
1953,7月24日,26.9
1953,7月25日,26.9
1953,7月26日,28.6
1953,7月27日,28.2
1953,7月28日,28.1
1953,7月29日,28
1953,7月30日,28.5
1953,7月31日,28.2
1953,8月1日,26.5
1953,8月2日,28.9
1953,8月3日,25
1953,8月4日,22.2
1953,8月5日,23.9
1953,8月6日,25.2
1953,8月7日,25.9
1953,8月8日,25.9
1953,8月9日,27.2
1953,8月10日,27.7
1953,8月11日,27.4
1953,8月12日,28.3
1953,8月13日,28.5
1953,8月14日,27.1
1953,8月15日,25.3
1953,8月16日,25.4
1953,8月17日,28.3
1953,8月18日,30.7
1953,8月19日,27.4
1953,8月20日,28.2
1953,8月21日,30.3
1953,8月22日,29.2
1953,8月23日,22
1953,8月24日,25
1953,8月25日,18.6
1953,8月26日,19.5
1953,8月27日,18.9
1953,8月28日,18.5
1953,8月29日,19.2
1953,8月30日,18.8
1953,8月31日,21.5
1953,9月1日,21.2
1953,9月2日,22.5
1953,9月3日,23.5
1953,9月4日,21.8
1953,9月5日,20.6
1953,9月6日,23.5
1953,9月7日,22.6
1953,9月8日,22.2
1953,9月9日,22.6
1953,9月10日,22.4
1953,9月11日,20.9
1953,9月12日,24
1953,9月13日,25.2
1953,9月14日,20.9
1953,9月15日,23.7
1953,9月16日,22.5
1953,9月17日,23.2
1953,9月18日,23.4
1953,9月19日,20.2
1953,9月20日,21
1953,9月21日,19.8
1953,9月22日,19.3
1953,9月23日,17.8
1953,9月24日,20.9
1953,9月25日,24.8
1953,9月26日,25.9
1953,9月27日,23
1953,9月28日,22.3
1953,9月29日,23.6
1953,9月30日,22
1954,6月1日,17.6
1954,6月2日,16.9
1954,6月3日,20.1
1954,6月4日,20.8
1954,6月5日,21.7
1954,6月6日,18.3
1954,6月7日,20
1954,6月8日,16.3
1954,6月9日,14.7
1954,6月10日,14.4
1954,6月11日,16.8
1954,6月12日,20
1954,6月13日,18.1
1954,6月14日,15.6
1954,6月15日,18.3
1954,6月16日,19.9
1954,6月17日,18.2
1954,6月18日,18.2
1954,6月19日,17.1
1954,6月20日,19.2
1954,6月21日,19.2
1954,6月22日,16.1
1954,6月23日,14.7
1954,6月24日,20.6
1954,6月25日,19
1954,6月26日,17.9
1954,6月27日,17.7
1954,6月28日,18.7
1954,6月29日,20.5
1954,6月30日,23.8
1954,7月1日,24
1954,7月2日,23.7
1954,7月3日,22.6
1954,7月4日,22.5
1954,7月5日,21.9
1954,7月6日,20.5
1954,7月7日,18.7
1954,7月8日,18.7
1954,7月9日,20.8
1954,7月10日,21.2
1954,7月11日,18.5
1954,7月12日,17.5
1954,7月13日,18.8
1954,7月14日,20.4
1954,7月15日,17.8
1954,7月16日,22
1954,7月17日,21.4
1954,7月18日,22.3
1954,7月19日,22.7
1954,7月20日,22
1954,7月21日,21.8
1954,7月22日,22
1954,7月23日,22.9
1954,7月24日,21.9
1954,7月25日,24.3
1954,7月26日,26.3
1954,7月27日,26.8
1954,7月28日,26.1
1954,7月29日,27.5
1954,7月30日,26.6
1954,7月31日,26.8
1954,8月1日,26.2
1954,8月2日,25.4
1954,8月3日,26.2
1954,8月4日,27
1954,8月5日,27.4
1954,8月6日,27.6
1954,8月7日,27.8
1954,8月8日,27.8
1954,8月9日,28.9
1954,8月10日,27.6
1954,8月11日,27.6
1954,8月12日,28.5
1954,8月13日,29
1954,8月14日,28.8
1954,8月15日,28.8
1954,8月16日,27.7
1954,8月17日,29
1954,8月18日,28.1
1954,8月19日,27.6
1954,8月20日,28.3
1954,8月21日,25.6
1954,8月22日,27.8
1954,8月23日,29.8
1954,8月24日,26.8
1954,8月25日,22.8
1954,8月26日,24.2
1954,8月27日,26.4
1954,8月28日,27
1954,8月29日,26.5
1954,8月30日,24.6
1954,8月31日,21.3
1954,9月1日,22.7
1954,9月2日,23.3
1954,9月3日,22.3
1954,9月4日,22.5
1954,9月5日,22.2
1954,9月6日,25.6
1954,9月7日,26.9
1954,9月8日,27.3
1954,9月9日,26.6
1954,9月10日,27.8
1954,9月11日,26.7
1954,9月12日,26
1954,9月13日,26.2
1954,9月14日,28.2
1954,9月15日,27.9
1954,9月16日,27.2
1954,9月17日,25.3
1954,9月18日,26.6
1954,9月19日,24.5
1954,9月20日,22.7
1954,9月21日,24.7
1954,9月22日,24.3
1954,9月23日,24.6
1954,9月24日,25.8
1954,9月25日,25.6
1954,9月26日,25.6
1954,9月27日,22.1
1954,9月28日,18.1
1954,9月29日,20
1954,9月30日,19.1
1955,6月1日,19.8
1955,6月2日,20.1
1955,6月3日,20.4
1955,6月4日,21.2
1955,6月5日,22.9
1955,6月6日,22.3
1955,6月7日,23.1
1955,6月8日,20.6
1955,6月9日,22.7
1955,6月10日,22.7
1955,6月11日,21.8
1955,6月12日,20.9
1955,6月13日,21.8
1955,6月14日,21.2
1955,6月15日,21.4
1955,6月16日,24.7
1955,6月17日,21.9
1955,6月18日,22.4
1955,6月19日,24.5
1955,6月20日,25
1955,6月21日,21.5
1955,6月22日,23.8
1955,6月23日,24.8
1955,6月24日,25.9
1955,6月25日,27.1
1955,6月26日,22.1
1955,6月27日,18.2
1955,6月28日,25
1955,6月29日,27
1955,6月30日,24.9
1955,7月1日,25.2
1955,7月2日,26.2
1955,7月3日,27.1
1955,7月4日,27.1
1955,7月5日,25.1
1955,7月6日,26.6
1955,7月7日,26.7
1955,7月8日,24.1
1955,7月9日,26.5
1955,7月10日,27.9
1955,7月11日,27.8
1955,7月12日,27.8
1955,7月13日,28.4
1955,7月14日,28.5
1955,7月15日,28.1
1955,7月16日,28
1955,7月17日,27.8
1955,7月18日,27.1
1955,7月19日,25.9
1955,7月20日,28.2
1955,7月21日,28.2
1955,7月22日,28.4
1955,7月23日,26.7
1955,7月24日,28
1955,7月25日,28.5
1955,7月26日,29.8
1955,7月27日,29.2
1955,7月28日,28.1
1955,7月29日,29.3
1955,7月30日,29.6
1955,7月31日,29.4
1955,8月1日,29.2
1955,8月2日,29.1
1955,8月3日,27.2
1955,8月4日,26.4
1955,8月5日,25.6
1955,8月6日,26.5
1955,8月7日,25.3
1955,8月8日,26.3
1955,8月9日,27
1955,8月10日,27.6
1955,8月11日,28.3
1955,8月12日,26.8
1955,8月13日,25.2
1955,8月14日,23.9
1955,8月15日,25.4
1955,8月16日,25.3
1955,8月17日,26.1
1955,8月18日,27
1955,8月19日,27
1955,8月20日,28.5
1955,8月21日,29.4
1955,8月22日,24.1
1955,8月23日,25.4
1955,8月24日,25.7
1955,8月25日,23.1
1955,8月26日,22.4
1955,8月27日,25.7
1955,8月28日,26.5
1955,8月29日,26.1
1955,8月30日,27.1
1955,8月31日,25.2
1955,9月1日,22.3
1955,9月2日,20.3
1955,9月3日,23.2
1955,9月4日,25.1
1955,9月5日,26.3
1955,9月6日,25.2
1955,9月7日,26
1955,9月8日,24.9
1955,9月9日,22.1
1955,9月10日,21.7
1955,9月11日,23.1
1955,9月12日,22.8
1955,9月13日,24.3
1955,9月14日,25.6
1955,9月15日,22.3
1955,9月16日,24.4
1955,9月17日,22.4
1955,9月18日,24
1955,9月19日,23.3
1955,9月20日,20.1
1955,9月21日,18.8
1955,9月22日,20.1
1955,9月23日,21.7
1955,9月24日,20.8
1955,9月25日,20.2
1955,9月26日,19.4
1955,9月27日,15.1
1955,9月28日,17.2
1955,9月29日,20.4
1955,9月30日,24.7
1956,6月1日,21.2
1956,6月2日,19.7
1956,6月3日,20.6
1956,6月4日,23
1956,6月5日,22.9
1956,6月6日,26.2
1956,6月7日,22.7
1956,6月8日,22.9
1956,6月9日,21.6
1956,6月10日,19.6
1956,6月11日,19.9
1956,6月12日,19.1
1956,6月13日,22.8
1956,6月14日,22.5
1956,6月15日,24.1
1956,6月16日,24.8
1956,6月17日,23.2
1956,6月18日,25.4
1956,6月19日,25.5
1956,6月20日,25
1956,6月21日,26.1
1956,6月22日,24
1956,6月23日,17.3
1956,6月24日,19
1956,6月25日,18.6
1956,6月26日,21.6
1956,6月27日,24.7
1956,6月28日,25
1956,6月29日,21.1
1956,6月30日,19.9
1956,7月1日,19.6
1956,7月2日,21.7
1956,7月3日,20.9
1956,7月4日,21.3
1956,7月5日,22
1956,7月6日,21.1
1956,7月7日,23.7
1956,7月8日,25
1956,7月9日,23
1956,7月10日,20.9
1956,7月11日,23.9
1956,7月12日,24.2
1956,7月13日,26.5
1956,7月14日,25.6
1956,7月15日,22.8
1956,7月16日,21.1
1956,7月17日,23.6
1956,7月18日,22.5
1956,7月19日,23
1956,7月20日,24.7
1956,7月21日,27.2
1956,7月22日,27.2
1956,7月23日,25.8
1956,7月24日,27.1
1956,7月25日,23.5
1956,7月26日,25
1956,7月27日,26.6
1956,7月28日,27.3
1956,7月29日,27.6
1956,7月30日,27.7
1956,7月31日,28.5
1956,8月1日,29.4
1956,8月2日,29.6
1956,8月3日,29.2
1956,8月4日,28.8
1956,8月5日,29
1956,8月6日,28.7
1956,8月7日,28.8
1956,8月8日,29.3
1956,8月9日,25.2
1956,8月10日,23.3
1956,8月11日,25.1
1956,8月12日,26.1
1956,8月13日,26.2
1956,8月14日,25.8
1956,8月15日,27.1
1956,8月16日,26.8
1956,8月17日,27.7
1956,8月18日,28.6
1956,8月19日,25
1956,8月20日,23.5
1956,8月21日,23.8
1956,8月22日,20
1956,8月23日,22.3
1956,8月24日,22
1956,8月25日,24.2
1956,8月26日,23.2
1956,8月27日,23
1956,8月28日,23.6
1956,8月29日,20.1
1956,8月30日,20
1956,8月31日,21.8
1956,9月1日,22.7
1956,9月2日,25.4
1956,9月3日,25.9
1956,9月4日,26.1
1956,9月5日,26.3
1956,9月6日,27.4
1956,9月7日,27.1
1956,9月8日,27.9
1956,9月9日,27.6
1956,9月10日,27.9
1956,9月11日,26.4
1956,9月12日,25.7
1956,9月13日,21.4
1956,9月14日,20.2
1956,9月15日,21.4
1956,9月16日,19.1
1956,9月17日,15.9
1956,9月18日,20.8
1956,9月19日,21.5
1956,9月20日,20.8
1956,9月21日,22.1
1956,9月22日,20.6
1956,9月23日,22.1
1956,9月24日,20.5
1956,9月25日,21.7
1956,9月26日,24
1956,9月27日,18.9
1956,9月28日,18.9
1956,9月29日,15.7
1956,9月30日,17.9
1957,6月1日,21.7
1957,6月2日,20.5
1957,6月3日,19.7
1957,6月4日,19.2
1957,6月5日,20.5
1957,6月6日,14.5
1957,6月7日,13
1957,6月8日,14.3
1957,6月9日,18.2
1957,6月10日,20.6
1957,6月11日,20.8
1957,6月12日,17.8
1957,6月13日,20.5
1957,6月14日,22.4
1957,6月15日,23.1
1957,6月16日,21.8
1957,6月17日,21.6
1957,6月18日,19.1
1957,6月19日,23.1
1957,6月20日,23.9
1957,6月21日,24.5
1957,6月22日,21.1
1957,6月23日,17.6
1957,6月24日,17.9
1957,6月25日,21.6
1957,6月26日,21
1957,6月27日,19.9
1957,6月28日,17.4
1957,6月29日,17.9
1957,6月30日,20
1957,7月1日,21.9
1957,7月2日,23.2
1957,7月3日,24
1957,7月4日,26.7
1957,7月5日,26
1957,7月6日,25.2
1957,7月7日,24.5
1957,7月8日,25.8
1957,7月9日,20.1
1957,7月10日,18.9
1957,7月11日,20.7
1957,7月12日,22.7
1957,7月13日,24.5
1957,7月14日,25.1
1957,7月15日,24.8
1957,7月16日,25.8
1957,7月17日,23.5
1957,7月18日,23.7
1957,7月19日,24.8
1957,7月20日,26.1
1957,7月21日,23
1957,7月22日,23.2
1957,7月23日,22.1
1957,7月24日,23.7
1957,7月25日,24.2
1957,7月26日,22.9
1957,7月27日,24.8
1957,7月28日,28.9
1957,7月29日,28.3
1957,7月30日,27.1
1957,7月31日,29.5
1957,8月1日,29
1957,8月2日,27.5
1957,8月3日,27.6
1957,8月4日,27.8
1957,8月5日,27.3
1957,8月6日,26.6
1957,8月7日,27.5
1957,8月8日,26.7
1957,8月9日,27.9
1957,8月10日,27.2
1957,8月11日,26.7
1957,8月12日,27.7
1957,8月13日,28
1957,8月14日,28.5
1957,8月15日,25.9
1957,8月16日,25.1
1957,8月17日,26.3
1957,8月18日,26.3
1957,8月19日,27.7
1957,8月20日,28.2
1957,8月21日,27.4
1957,8月22日,27.9
1957,8月23日,29.3
1957,8月24日,28.2
1957,8月25日,28.9
1957,8月26日,28
1957,8月27日,27.9
1957,8月28日,28.5
1957,8月29日,24.5
1957,8月30日,25.1
1957,8月31日,26.3
1957,9月1日,22.1
1957,9月2日,19.1
1957,9月3日,21.6
1957,9月4日,22.1
1957,9月5日,22.8
1957,9月6日,23.1
1957,9月7日,25
1957,9月8日,27
1957,9月9日,22.1
1957,9月10日,20.2
1957,9月11日,18.8
1957,9月12日,22.7
1957,9月13日,22.8
1957,9月14日,22.3
1957,9月15日,21.5
1957,9月16日,20.6
1957,9月17日,18.7
1957,9月18日,20.9
1957,9月19日,20.7
1957,9月20日,20.8
1957,9月21日,22.2
1957,9月22日,20.8
1957,9月23日,18
1957,9月24日,18.7
1957,9月25日,17.9
1957,9月26日,20.3
1957,9月27日,17.8
1957,9月28日,19.3
1957,9月29日,16.9
1957,9月30日,18.2
1958,6月1日,24.1
1958,6月2日,17.1
1958,6月3日,16.8
1958,6月4日,18
1958,6月5日,19.7
1958,6月6日,21.9
1958,6月7日,20.5
1958,6月8日,18.6
1958,6月9日,19.7
1958,6月10日,22.1
1958,6月11日,21.9
1958,6月12日,21.1
1958,6月13日,22.8
1958,6月14日,22.5
1958,6月15日,20.8
1958,6月16日,19.2
1958,6月17日,19.4
1958,6月18日,18.3
1958,6月19日,21.4
1958,6月20日,21.5
1958,6月21日,22.9
1958,6月22日,23.5
1958,6月23日,23.2
1958,6月24日,23.3
1958,6月25日,24.8
1958,6月26日,24.9
1958,6月27日,26.7
1958,6月28日,26.9
1958,6月29日,28.6
1958,6月30日,26.4
1958,7月1日,25
1958,7月2日,23.3
1958,7月3日,26.8
1958,7月4日,25.5
1958,7月5日,25.5
1958,7月6日,24.8
1958,7月7日,25.1
1958,7月8日,23
1958,7月9日,21.9
1958,7月10日,23.2
1958,7月11日,24.4
1958,7月12日,23.9
1958,7月13日,21.4
1958,7月14日,21
1958,7月15日,22.9
1958,7月16日,25.1
1958,7月17日,25.8
1958,7月18日,26.5
1958,7月19日,26.1
1958,7月20日,25.2
1958,7月21日,24
1958,7月22日,25.7
1958,7月23日,25.3
1958,7月24日,26.3
1958,7月25日,25.9
1958,7月26日,24.9
1958,7月27日,24.1
1958,7月28日,25.6
1958,7月29日,27.5
1958,7月30日,27.6
1958,7月31日,28.2
1958,8月1日,29
1958,8月2日,28.6
1958,8月3日,27.8
1958,8月4日,27.9
1958,8月5日,25.8
1958,8月6日,22.9
1958,8月7日,23.1
1958,8月8日,24.1
1958,8月9日,24.9
1958,8月10日,25.4
1958,8月11日,25.7
1958,8月12日,25.9
1958,8月13日,27
1958,8月14日,24.5
1958,8月15日,22.6
1958,8月16日,26
1958,8月17日,26.1
1958,8月18日,28.3
1958,8月19日,29
1958,8月20日,29.1
1958,8月21日,27.7
1958,8月22日,26.6
1958,8月23日,24.5
1958,8月24日,21.7
1958,8月25日,24.1
1958,8月26日,26.9
1958,8月27日,27.6
1958,8月28日,26.7
1958,8月29日,26.3
1958,8月30日,21.6
1958,8月31日,22.3
1958,9月1日,19.6
1958,9月2日,21.5
1958,9月3日,24.4
1958,9月4日,23.3
1958,9月5日,25
1958,9月6日,27.7
1958,9月7日,29.1
1958,9月8日,25.1
1958,9月9日,26.4
1958,9月10日,26.9
1958,9月11日,26.7
1958,9月12日,24.1
1958,9月13日,24.2
1958,9月14日,24.6
1958,9月15日,25.8
1958,9月16日,25.4
1958,9月17日,24.4
1958,9月18日,26.3
1958,9月19日,23.5
1958,9月20日,22.9
1958,9月21日,21.9
1958,9月22日,19.5
1958,9月23日,18.9
1958,9月24日,19
1958,9月25日,18.8
1958,9月26日,16.9
1958,9月27日,21.2
1958,9月28日,20.7
1958,9月29日,20.8
1958,9月30日,20.1
1959,6月1日,20.6
1959,6月2日,18
1959,6月3日,18.5
1959,6月4日,17.1
1959,6月5日,17.6
1959,6月6日,17.7
1959,6月7日,20.5
1959,6月8日,22
1959,6月9日,20.2
1959,6月10日,17.5
1959,6月11日,17
1959,6月12日,19.2
1959,6月13日,20.3
1959,6月14日,20.5
1959,6月15日,21.8
1959,6月16日,23.4
1959,6月17日,22.2
1959,6月18日,20.7
1959,6月19日,20
1959,6月20日,20.7
1959,6月21日,20.7
1959,6月22日,22.2
1959,6月23日,21.2
1959,6月24日,21.6
1959,6月25日,20.9
1959,6月26日,21.3
1959,6月27日,21.4
1959,6月28日,22.9
1959,6月29日,20.2
1959,6月30日,22.7
1959,7月1日,24.2
1959,7月2日,26.1
1959,7月3日,23.5
1959,7月4日,21.6
1959,7月5日,22.6
1959,7月6日,26.9
1959,7月7日,27.3
1959,7月8日,27.9
1959,7月9日,28.6
1959,7月10日,27.4
1959,7月11日,25.7
1959,7月12日,25.5
1959,7月13日,25
1959,7月14日,25.3
1959,7月15日,26.7
1959,7月16日,26.7
1959,7月17日,25.3
1959,7月18日,22.1
1959,7月19日,23.5
1959,7月20日,26.7
1959,7月21日,26.9
1959,7月22日,26.8
1959,7月23日,27.2
1959,7月24日,27
1959,7月25日,29
1959,7月26日,25.9
1959,7月27日,26.4
1959,7月28日,28
1959,7月29日,26.9
1959,7月30日,27.8
1959,7月31日,29
1959,8月1日,29.5
1959,8月2日,28.9
1959,8月3日,28.3
1959,8月4日,25.2
1959,8月5日,27.4
1959,8月6日,27.4
1959,8月7日,27.4
1959,8月8日,25.1
1959,8月9日,25.3
1959,8月10日,24.2
1959,8月11日,20.5
1959,8月12日,21.8
1959,8月13日,27
1959,8月14日,26.2
1959,8月15日,26.9
1959,8月16日,26.4
1959,8月17日,27.2
1959,8月18日,27.6
1959,8月19日,28.2
1959,8月20日,28.1
1959,8月21日,28.7
1959,8月22日,29.3
1959,8月23日,23.9
1959,8月24日,23.1
